[06Jun2025 00:17:07.885] [Render thread/INFO] [journeymap/]: World ID has been reset.
[06Jun2025 00:17:07.952] [Render thread/INFO] [journeymap/]: World UID is set to: null
[06Jun2025 00:17:08.894] [Render thread/INFO] [com.dairymoose.modernlife.core.ModernLifeClient/]: Client logout
[06Jun2025 00:17:08.904] [Render thread/INFO] [net.minecraft.client.gui.screen.ConnectingScreen/]: Connecting to mocsmods.falixsrv.me., 33105
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_jet_ski
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/titanium
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/tropical_fish
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/fish
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_shopping_cart
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/zinc
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/pathing_aoe_iii
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/absorption_v
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/cow
[06Jun2025 00:17:14.789] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_mini_bus
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/sapphire
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/brass
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/health_boost_i
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: cfm:freezer_solidify/minecraft:blue_ice_from_freezing
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/iridium
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: simpleplanes:plane_workbench/simpleplanes:large_plane
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/ender_biotite
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/experience
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/elementium
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:hostile_soulium_dagger
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/flight
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/turtle
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/honey
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: cfm:grill_cooking/minecraft:cooked_cod_from_grill_cooking
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/health_boost_iv
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/feather
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/nature
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/glowstone
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/glowstone
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/prismarine
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/air
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/squid
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/ink_sac
[06Jun2025 00:17:14.790] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_aluminum_boat
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_dune_buggy
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/spider
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/mining_aoe_iii
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/ruby
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/water
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_smart_car
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/air
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/rubber
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/emerald
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/manasteel
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/nether
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/end
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/nether_quartz
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/tin
[06Jun2025 00:17:14.791] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/salmon
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/netherite
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/nether_quartz
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/gold
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_fertilizer
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_dirt_bike
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/enderman
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:fluid_extractor/vehicle:extract_ender_pearl
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/pig
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/rabbit_hide
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/iron
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/diamond
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/emerald
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/chicken
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/jump_boost_i
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/steel
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/graphite
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/lead
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/absorption_iv
[06Jun2025 00:17:14.792] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_atv
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/tilling_aoe_iv
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/ghast
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/coral
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_speed_boat
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_go_kart
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_off_roader
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/attack_aoe_iii
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/fire
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/sulfur
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_tractor
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/terrasteel
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/honey
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/chicken
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/platinum
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/rabbit_foot
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: cfm:grill_cooking/minecraft:cooked_porkchop_from_grill_cooking
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/mystical_flower
[06Jun2025 00:17:14.793] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/ender_pearl
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/marble
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_fluid_trailer
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/scute
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:fluid_mixer/vehicle:mix_fuelium
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/skeleton_skull
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/rabbit
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/health_boost_v
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/creeper
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/uranium
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/ice
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/strength_i
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/brass
[06Jun2025 00:17:14.794] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: cfm:grill_cooking/minecraft:cooked_beef_from_grill_cooking
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/tilling_aoe_iii
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/beef
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: cfm:grill_cooking/minecraft:cooked_salmon_from_grill_cooking
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/creeper
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/sheep
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_seeder
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/jump_boost_ii
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/pig
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/dye
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:augment/tilling_aoe_i
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: vehicle:crafting/vehicle:craft_golf_cart
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/coal
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:soul_extraction/mysticalagriculture:souls/arrow
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: simpleplanes:plane_workbench/simpleplanes:helicopter
[06Jun2025 00:17:14.795] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:reprocessor/mysticalagriculture:seed/reprocessor/mithril
[06Jun2025 00:17:14.796] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/netherite
[06Jun2025 00:17:14.796] [Render thread/WARN] [net.minecraft.client.util.ClientRecipeBook/]: Unknown recipe category: mysticalagriculture:infusion/mysticalagriculture:seed/infusion/ender_biotite
